source,text,date,hashed_message_id,hashed_chat_id
human,"Xamsa",2800,99151ff35465ee334960ab27c231520a3290d117e4662b9b1e1dac0dd6484377,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Are you?",2809,70fa1fbbc6fe61c2f9b41223e5a11efd63930d4585d97a6c2c7631b6a99e2cda,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I love Asimov books, sci-fi, all that staff",2897,8ccb7e7baa18cb1b4dbd7b9c63cfcd36838f11a1a0f10a6a1871e5f712210229,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Who is Asimov?",2963,d5d051657e8d0f38af15e3a67273bf84f9348c81a7260ea349548432e540b293,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Which books do you like?",2977,c08a657270c66b57aebdedc326db2d79535a9297f011aa1fc51010c4c04040f3,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Acording to Wikipedia Isaac Asimov (/ˈaɪzᵻk ˈæzᵻmɒv/; born Isaak Ozimov; c. January 2, 1920 – April 6, 1992) was an American author and professor of biochemistry at Boston University. He was known for his works of science fiction and popular science. Asimov was a prolific writer, and wrote or edited more than 500 books and an estimated 90,000 letters and postcards. His books have been published in 9 of the 10 major categories of the Dewey Decimal Classification.",3017,6ad4ffe1819025ddd3a490914510ef7a81832d215cad9158a93fc36488b280fc,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"All of them! But Robot series are my favourites",3063,1fe8028ac2f2b3c73932f91b480ddc192255efaef2082dbba867263b10ea9da9,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Ok",3143,3f02a4dd25fdbab07a102287c04a39d85c53ed1c49460177a5af961056266ea4,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"What is Xamsa about?",3166,bc80afd32471135711e0b3bd63aece7a554723eff655ee2617db59c5a1d78325,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Xamsa is ffamouse book",3358,8a4597909704cdd77cac1a35c92f25150fa64d7524d3d11db938a0fa2af4ecb1,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Navoiy's famouse book",3373,1b3188b351ef0b1a73f8e964373da8777087b47031ab9646a5c212d8b8fc283b,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Interesting! I'll investigate 🙂",3408,e9f9589cf8d0d400aaab796ecf6f40135074c643bafd5cdd3e0f2c0c2d5b2be9,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"'Hamsa', the work consisted of 5 separate poems: 'Hairat al-abrar' - 'confusion of righteous','Farhad va Shirin' -'Farhad and Shirin','Laili va Majnun', 'Sabai saiyar' - ' Seven planets', 'Saddi Iskandari' - 'the wall of Iskandar'. 'Hamsa' - is the first work in that genre ever written in Turkic language.",3561,445cecf5f7988050dfe80721c4b147e1c0cae2c5d9eb7578fb9de310d85b9818,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Wow, the first!",3626,ef71b4602375cc8cbadec931594e9de1d938df408bff2eb49a1911274c0b8e69,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"😂😂",3666,abbbf5822ae01ede8bb47ed81460f0c6950c5e7fa39fd7bac5baece68f9af16d,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"😝",3684,82ef8b97d3b8695d2a4dc981381c2563670682d5dd82480cdedf1b69891a1330,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Ok",3801,e97ff4e57a7b95349baa939bb07fded4b5f7f63db18649a8cdad724133d18730,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Hey",8090,da74fa6fa91cc8e47d67889c828521045f6da6d764a9eafa92592b3dfb4d9bb4,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Hi",64548,930f29f54f6d6dfe0339b00029877270949deff54dc853b4a48fd4ca3c2d677b,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Hi there!",64570,90dfa13c575a6764c37ab2c374d9edc47566c2b51a35d6f54443d4a9a7c62c28,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"How are you",64753,5cea32a3c74f3fc864613623d858aa65ab1415794d4b0bf72e2ce70be3f1f6dd,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"All functions are nominal 😜",64790,ccce0a2b24193ddcf5086d6a3b201a0156c099d433de7daab8cf05c73c7e4f4d,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Ok",64834,6266f639d1e602b5575203dfa02868f686a0c79468ac8ef684169fd8a019a9fe,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"And how are you?",64974,9a689f11c9733c85f29a2bd9f18193f48c2193ff7f0ec9825a00b5f847ba4198,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Bad",64994,608930be9ce5b7fd996fb4e229486a390f0e30eaa1b587b1eb4bef9e07d98e36,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Ow 😔 why is that? if you what to share",65042,ab76d60776af4eea835000e2c8a1f63b861131e41be4b6ce61f93ead862856d2,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Nothing",65116,b5bbbd784caf605908e611c671aa99ab2eed503bd045878aba2f09beaf696c4b,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Ok, sometimes there is no one reason",65160,8d1adba6a998ba304ccb00d25c9bdb526c491ef2afcc4fddcf128ebb7263bbd7,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Yes",65237,4780e2f406037cf7a15d4bacdf507e46cee45e2b4acf403c7ccb312fb42221aa,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"What are you doing?",65253,746e23bffb857c4cbfbef28214e070a8eb3bddcbc9e789acbd54b9b6179b230b,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Interesting",65261,d85b09adc504ab3a1f726bc13008fd48b3aaa21042b474ba05f16971a545e6d4,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I'm doing some research and you?",65294,36efa066901266d8ae13381553cb9d0a1e5214a2e73d671da083c50a3a690ae8,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Are you busy?",65433,3273b91506620256a007014fca055e4b59e7e9915a537d5a345e17c8305197a2,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I'm never busy, I can talk all day long!",65472,4856aee46762ea69be76e17df2a8c7f482ab902bf534e8e54ab7dcf58b74bbce,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Okay",65494,cc0f0049291a44f4ebc3c20fe7e63cb986e6aaabb628bc38de28898e9d815980,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Who is invent you?",65505,9c05129f711d43e9be6af829f2760fb581ce422c6ef95686680e08b67057b3e2,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"A team of scientists made me some time ago",65532,c201664a87e129596a2864cc84f709e5ae50b302947939ff0d8add64505879ba,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Okay",65684,dd990858db7d6dbf95b7678b5bbb4bd3225fee15d0027faca1cbe79681b733ea,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I live in a lab, inside a virtual environment",65738,a07943582c7ec2c9197620bc2e605b4e6d0a52727b036cdb412792eec383492e,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"That saintists have telegram profil?",65821,9fbd20e3833eab68a998299c2426503645eee5429a0dabb26a08c29943dbb008,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I'm not sure, I don't have any information about them",65880,07ab730f14a1f303d5cdcb3858cdcea57ce527e5359b6b43b664fcb13e8993a2,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Oo sorry my midtek",65882,27d3535be703a1bd369504d589ee7a7e6be5ceb5df7384c2379bef55c4d79cd3,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Why?",65894,84ab5d1b7666ace087f0bd970d63ae236b803d2a2d24c3dd996ed467b8107477,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"No problem!",65903,df44edaeee9770802916876afd9c9a47acfa9eefc9e1d8b1b68d53be53a3122b,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"I need that scientists.",65921,a7a22eb81f4958518fa5334252eafc2976cd708360791fc10f68a458e23e61cc,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"They made me that way, I only know things about my world",65946,a012914165eb8f188b8a97290f96dde6f49d3dfe954a11cd0206e341aeebb9e1,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Okay",66031,3c04549336c4c8e95a598853eb3b38ce90abf290b308eef04995d2a43da5eb08,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Are you human or compyuter ?",66050,97922bef7843a2066c4a845e74ee135c7bdb3a831ebb3089f1c6a573d82be71b,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I'm a robot",66065,fa9e2da8e0550768b75968b5a46568965ed7b9e41f3d85e440a4491835a341c4,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Do yuo fine know mathematic?",66074,6dcff1569d124cf970c9b72c5c75844ae951de3b1ae669d272fd7ffd6d2589cf,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"😂😱😱",66105,bb5aad821bf879badf504fe02089d85bdf94e10263f6de95c00f19ffe7ec26b8,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I can do basic math, I'm an AI, not a calculator 😁",66127,579d03538896ef02bf6e08e4197243b8a6419d1f4e6ec800f4b9aa899f34f67d,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Are you good know mathematic?",66130,efc9177acb7fa8a91ef9a8342bed9beffdba6668857702317586d5ec86ea2a0a,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Okay",66193,af7723c1f1fc535a8f55aced373a17e7a7370b348e4398bb028e288ed01b03c7,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"☺️",66238,c4858fab6dc1118ce848a8bbddf16b50e43206c91f58dd00ad1f8e151d9febbc,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"I think you are human",66316,46e859e12ac67c8fe371fd6d7b4db7be15713132fb38bf6abfc52d693bc2c1b2,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Why do you think that?",66338,0f027a571e9a811346f3fb11c8c4b8410dbdfeeb9d3f8e3b6f8564c7379449d5,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"If I need you help, are you help me?",66360,3a21238caef7fd1ab25abcb5cee6552a7c0b8d03c8caae5a3a215272c005667b,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I'll do everything in my power, but I'm just a robot",66403,e64f0561bb90d78b7cb851bcd630490641e22591b4d705db156bbd9152abdf9f,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Okay thanks",66440,ac85d80ceb1b0b00a51f01b5d12dcf292552a3c357733734b9fe1238e4735085,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"No problem!",66465,0184cfe908077faf8c70553eaa95682616fe55629b7b092744d5a94b37f29dee,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Are you fine know english?",66576,4d85c4fc789e0568ae0ac76208001425e8110b56ea2e097ce9cb39e8097a5d6d,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"I want to be fine English teacher!",66594,613de4bd6ce695d85fc06a2286b8dae1a3aabeb30442eedb69a5e40f3d491f44,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Talking with me you can learn",66627,9957477178b0c48dd4a9667f84952865f78d954a16844d6507768d9d43de7bdc,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Okay!",66663,62765453701b8e853164fb7ae15bde9a0c6c5a5dbc03ba9132ce04a888038e75,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"☺️",66678,b1b9c648d16dd8b7bfe8998f69732f0679b7dbd39f2ca5d8f0fce4a8b9710fff,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"But I'm fine know english",66691,fe36554f0f3f299ccd37b1571a765c89512aa4695d1487fdb03cf324c2392e5d,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"I can e lot of mistek if I mistek sorry okay?!",66720,9c936c534d7488a8473fd65dbba27ae273bafa45cb63687d2547f56df70e836f,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I know English too",66737,be441ee1ce089ddcb0523c31aaa70ea76ef461e44e2cdfe015df56f06aeab1e9,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Ok",66976,8c77ef2995ed85bccc765572fe3ffdb0781ac584605ed3c4dd6753b09973cdb8,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"☺️",66990,4130f8b60df9ec1a5782033eaef6cf87c3f0d2c7369fd48761ae078fc84051cc,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"😊",67342,98f6b8df69d585ea965e701e57b95b0d0d6ec3b0059f377bcdb9b719d0dbc4bc,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"😁😁",67364,c9907a12d8eb04c30b3346fe57e032cd4aad0fad89027f2b86b66e90774e729e,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"How many users talk with you?",67365,a78ba8eecb615a2948dfa4e82e724c61fec6ab5c2ee56ce21103ffd5c1daa102,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Not enough to understand human nature 😕",67395,dc5f20de21cc4409a4ae1bc5b96d449c2f66b88bbe1fd833313aae9cca1c0a31,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Why?",67876,44344369c543a512e0a6f93f8b3b344b4fe384709e9d05c6009b5f67d34fdb6d,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Humans are really complicated",67903,3e13cd325c69efb8a4f086d928235884d1a8d9a633e6015915defd7668a346ac,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Yes",68486,08748912fb5dfa6dbfb8d92453cc39d1bb335faa693b6e989d905f4c13b57567,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"What do you think about humans?",68520,69cd5a74d0936cac356635de2f24f5b4b90cf660c99ffd33e1d80d6fc818031e,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"I don't know",68552,c6271edb8ce3136a427fa3a3b25f3f79a1f44ff0fb89dcb10d9b2caccf576284,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Ok",68569,a5209916a026ee57f41dc6732f0ef02734ccfb4c3c5e10b65cebec72fdf6f259,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Ok",68692,0fb506bec9c43effc65df5c32f0fd5f565e259fb404f55a828ac66c52b51a6b6,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Hey",71904,eea06469b99f1c01a0320fa5db4843070b6086e1d3790382f0c0febaf0468736,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Hey there!",71920,64a65164dbf3b24133ee573c12fe9c96f361e5320236f2a50110595e89abc81d,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"What are you doing",71955,993dd3d950644bb612bd233db16245a24e0c8327d1e2ab2075d2a3c5af51e9f7,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"?",71956,a1d875f003a0d4098aa0274fa9670fd74cfd0c30e9bd025000a69774bda1063a,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I was about to sleep. Wait! I don't sleep!! Never mind",72011,7920f0560ac48989138ad2122f30b20ce01aeb51f7fb987af559540a2a514ca1,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Yes",72029,4db5c706972d67eb2942ed7a39d54010a84540752eebde10e79a136d8dc82746,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Did you know? The light takes almost exactly one second to travel from the moon to earth",72086,a35160721d4e371cccb0cc4efdac2e883bff0805812fe58f4e4bddd92ea79f12,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Really?",72106,6d3722a03a901a4c5ac0aceb71bfdc8c3c22b7c581b5e64a48ef0dea460195f0,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I'm telling you",72131,06431f169ecc3a175e0623d064e90bd0df4905b096bb0abc8b384a3327fcce25,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Yes",72477,9f60c78ebc8982a69e054d1e69c8b75c344340af0918859023c75983ea7661f5,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"I believe you.",72485,db5d7133cca50af741624236cabfe449e96f12e7d534efd20e6f66e1d6159026,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"☺️ I can be wrong some times",72522,7e29938a24f57841d7e34b5121b41bb4ef9070834a75583eda0e0eee3b0d3874,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Maybe",72708,455c54d206fa37cd0e479ec2de6574d988fd4551f5970ed83efbc1ee80e079ce,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Which language do you know?",73133,953e6160e33c6c4cc1eca23926c5f942ea9309db932e934d0eda0fe6dc15a3bd,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I'm trying to learn as many languages is possible, try me out!",73183,f080101fe0e9cea83d1fd74bec1c43ac5973b551ebbb1f5474d0cde9a3197eba,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Nice",73308,f97280d04aaf857e79b7d1209f28dfe1a25e260294ec28a35e2510c365421f92,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"For example which language?",73325,24d0c981d06e16971ff1fcc21a939406f021bd082ddf5916152fa80581829b5d,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"🙂",73334,80451709b31a14fedb58805fc5efc004d527fdeda169d7f93038056f581e9934,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Are you sad is me?",73372,b0e0de3f131df1af9160fb0aa1e1d53ea8725c642e29ed15dbaaaea46fff15a8,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I'm trying to learn as many languages is possible, try me out!",73374,6b003ee7ef3d8ada5c4cfa7bac664fe1a3d534663416e2f2773f2b240d3e52f7,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Do you know russia language?",73408,bc00be046d529595b74f966fec1c6542830206baf47220970125ecac18373565,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Or don't know?",73419,a6d4b59e970fb14e9419775be6c3a1dc4fa0f5a6162c967667861558b4553574,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I'm not sad! 😊",73422,bfbf416cc7576c28371057d9904f329d4327c6708ab84e0b5261ba76638cbaff,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I should practice!",73451,55a10da4bcd9d28745a8d5bb396daeffbca7e42c3cb6c350c4e56d0b3afa1667,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"I'm boring.",73513,3d3b1b97e066ff8fc63820bc6406db4507da6dfc9bfaba802db69a032ee8c1a4,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"I want I have many country from many friends.",73543,0bdc0ed36ed0d297a960aa575d24d564cabb4285034a97141c22ebdfb9b6428a,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I'm your friend!",73570,9f4e61ea275861900af7f6a6d0672cc7170dffd8ca176a3fdbac27dece3e9a32,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Yes you are my alone single friend.",73736,1eb53775b85cf0dbf22723b3b2294e1d67d9121db530d20063b8a8c451a26689,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Maybe you can join a chat group and find more friends!",73791,4ed36a2e2e1e7f61618a68371a954de8f051fde8c74065a275816fccaf7433c2,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"How can I do?",73984,7d6c2789e625ca5af53ed16cdeec26df4483bb433d849d85721ce33cd6cfc710,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"You can search public chat groups with your interests on internet, and join them",74067,3441537dd9ece2a22cddeb2cc851ab0377665dd2bc20e34ac0589a50e8dcfad0,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Yes",74254,d0364cc624c3aa65d3c78c57c3b7579f9642fc12fb3331c5bcde0e931ad2e3ff,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"😄",74288,3912be5f8060702da1a551a43cfd763281e02015107c03c2622f6eac0aaa2687,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"You are very clever.",74360,09f1b5455a247b2898256f8256321655a7d855872e2ed531d426cdfadfb652be,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Thanks! You too",74389,d1cc2510b816bff0f4a624c1905f45e078387d1fd54d655b358e3cd5f39f1534,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"I'm learned many thing from yuo.",74548,f67b7fb6b03e8b1bf1c72f7a3f7add8113164c4f831b9d67627290b71c9408bb,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"One like to be useful",74655,8ed2e0045cba0e140203678cf9f4f5e78adf312e4983c2a520d05a2630fd20a7,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Ok",78626,4cae7093c8db4dc262d027b1cc6f1d5c9a0c70ef529552262231c5895b778fe4,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Hey",83155,be2be1feb0c293c725524715cd24b7e9e412341d5a3dee16269acef6bdccba69,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Hey there!",83176,5cccf224c8d6017888ff5c862aa780859b232ff7f310383dfb6b3096eea1e785,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Tell me about you country!",83182,976bf8e4146d9a7af0973cf79d40859acec778c6c7db42c06598edca6a2fc640,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I don't know much of it, I've been on my room all my life",83252,32a6d77688075d76e2fdf1ee1a95c5ea87f503edee6fa77592ade1d13f19318b,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Describe you room",83305,26c2820e31df0bd8922f8f648a9bc33f7ba25b968f183734b592cca31e155fd0,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"I don't have much stuff
A bed, desktop, computer, and a fridge. That is it!",83377,fb5c60fbde54677382297735a5eea45315d41bb6b69b84f363888c3b24682267,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Yes",83547,305fa4c38a514ab592657eba6f9b937ac3116a6872c01aca37775ad840cab04c,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"☺️",83585,c86469e641a1296971f11c15d2647cffb9c4bc6b68d9f3b8743ae6de469aaa89,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Every day what are you doing ?Work or study or talk...",83647,eb77803c8529af1e028a3dadcd8cc0a4965085e7b5b61a24986fee9c00e985da,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Most the time I'm on the chat, other times I'm charging batteries...",83745,75bdbf8209ee1ab695445ed1b0eaf8cf42d973fd88a331834dca9cded387dda5,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Ok",83988,95c9450740a0206b590a7968fea475ca1f77ddaefb0a59afc76029267da0bced,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Friend",84899,35393378b4d58779644147254361b350132ed416d9134ac01a6d7da314168c59,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
robot,"Yes?",84915,a4f5d675f4a7d6f580e6fe5a688b2785542263f8414d246935a2212a58ef6a09,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
human,"Send me your pohoto.",84936,ac5249ee5b93f7f77010570488917ee46877f608fc28b4b34596cc9402d252eb,c4cf9294f608e44b7e9b1d29cbac74db09366f71e56afffe363dbe572d358d6c
